washington_region;Washington;Washington;Washington;;Washington;;;;;;;;;x
oregon_region;Oregon;Oregon;Oregon;;Oregon;;;;;;;;;x
california_region;California;California;California;;California;;;;;;;;;x
nevada_region;Nevada;Nevada;Nevada;;Nevada;;;;;;;;;x
arizona_region;Arizona;Arizona;Arizona;;Arizona;;;;;;;;;x
utah_region;Utah;Utah;Utah;;Utah;;;;;;;;;x
idaho_region;Idaho;Idaho;Idaho;;Idaho;;;;;;;;;x
montana_region;Montana;Montana;Montana;;Montana;;;;;;;;;x
wyoming_region;Wyoming;Wyoming;Wyoming;;Wyoming;;;;;;;;;x
colorado_region;Colorado;Colorado;Colorado;;Colorado;;;;;;;;;x
new_mexico_region;New Mexico;New Mexico;New Mexico;;New Mexico;;;;;;;;;x
texas_region;Texas;Texas;Texas;;Texas;;;;;;;;;x
oklahoma_region;Oklahoma;Oklahoma;Oklahoma;;Oklahoma;;;;;;;;;x
kansas_region;Kansas;Kansas;Kansas;;Kansas;;;;;;;;;x
nebraska_region;Nebraska;Nebraska;Nebraska;;Nebraska;;;;;;;;;x
south_dakota_region;South Dakota;South Dakota;South Dakota;;South Dakota;;;;;;;;;x
north_dakota_region;North Dakota;North Dakota;North Dakota;;North Dakota;;;;;;;;;x
minnesota_region;Minnesota;Minnesota;Minnesota;;Minnesota;;;;;;;;;x
iowa_region;Iowa;Iowa;Iowa;;Iowa;;;;;;;;;x
missouri_region;Missouri;Missouri;Missouri;;Missouri;;;;;;;;;x
arkansas_region;Arkansas;Arkansas;Arkansas;;Arkansas;;;;;;;;;x
louisiana_region;Louisiana;Louisiana;Louisiana;;Louisiana;;;;;;;;;x
mississippi_region;Mississippi;Mississippi;Mississippi;;Mississippi;;;;;;;;;x
alabama_region;Alabama;Alabama;Alabama;;Alabama;;;;;;;;;x
tennesse_region;Tennesse;Tennesse;Tennesse;;Tennesse;;;;;;;;;x
kentucky_region;Kentucky;Kentucky;Kentucky;;Kentucky;;;;;;;;;x
illinois_region;Illinois;Illinois;Illinois;;Illinois;;;;;;;;;x
wisconsin_region;Wisconsin;Wisconsin;Wisconsin;;Wisconsin;;;;;;;;;x
michigan_region;Michigan;Michigan;Michigan;;Michigan;;;;;;;;;x
indiana_region;Indiana;Indiana;Indiana;;Indiana;;;;;;;;;x
ohio_region;Ohio;Ohio;Ohio;;Ohio;;;;;;;;;x
florida_region;Florida;Florida;Florida;;Florida;;;;;;;;;x
georgia_region;Georgia;Georgia;Georgia;;Georgia;;;;;;;;;x
south_carolina_region;South Carolina;South Carolina;South Carolina;;South Carolina;;;;;;;;;x
north_carolina_region;North Carolina;North Carolina;North Carolina;;North Carolina;;;;;;;;;x
virginia_region;Virginia;Virginia;Virginia;;Virginia;;;;;;;;;x
west_virginia_region;West Virginia;West Virginia;West Virginia;;West Virginia;;;;;;;;;x
mariland_region;Maryland;Maryland;Maryland;;Maryland;;;;;;;;;x
washington_dc_region;Washington D.C.;Washington D.C.;Washington D.C.;;Washington D.C.;;;;;;;;;x
delaware_region;Delaware;Delaware;Delaware;;Delaware;;;;;;;;;x
pennsylvania_region;Pennsylvania;Pennsylvania;Pennsylvania;;Pennsylvania;;;;;;;;;x
new_york_region;New York;New York;New York;;New York;;;;;;;;;x
new_jersey_region;New Jersey;New Jersey;New Jersey;;New Jersey;;;;;;;;;x
connecticut_region;Connecticut;Connecticut;Connecticut;;Connecticut;;;;;;;;;x
rhode_island_region;Rhode Island;Rhode Island;Rhode Island;;Rhode Island;;;;;;;;;x
massachusetts_region;Massachusetts;Massachusetts;Massachusetts;;Massachusetts;;;;;;;;;x
vermont_region;Vermont;Vermont;Vermont;;Vermont;;;;;;;;;x
new_hampshire_region;New Hampshire;New Hampshire;New Hampshire;;New Hampshire;;;;;;;;;x
maine_region;Maine;Maine;Maine;;Maine;;;;;;;;;x
alaska_region;Alaska;Alaska;Alaska;;Alaska;;;;;;;;;x
guangdong_region;Guangdong;Guangdong;Guangdong;;Guangdong;;;;;;;;;x
shanxi_region;Shanxi;Shanxi;Shanxi;;Shanxi;;;;;;;;;x
yunnan_region;Yunnan;Yunnan;Yunnan;;Yunnan;;;;;;;;;x
guangxi_region;Guangxi;Guangxi;Guangxi;;Guangxi;;;;;;;;;x
xikang_region;Xikang;Xikang;Xikang;;Xikang;;;;;;;;;x
gansu_region;Gansu;Gansu;Gansu;;Gansu;;;;;;;;;x
qinghai_region;Qinghai;Qinghai;Qinghai;;Qinghai;;;;;;;;;x
ningxia_region;Ningxia;Ningxia;Ningxia;;Ningxia;;;;;;;;;x
chahar_region;Chahar;Chahar;Chahar;;Chahar;;;;;;;;;x
suiyuan_region;Suiyuan;Suiyuan;Suiyuan;;Suiyuan;;;;;;;;;x
sichuan_region;Sichuan;Sichuan;Sichuan;;Sichuan;;;;;;;;;x
guizhou_region;Guizhou;Guizhou;Guizhou;;Guizhou;;;;;;;;;x
shaanxi_region;Shaanxi;Shaanxi;Shaanxi;;Shaanxi;;;;;;;;;x
east_hebei_region;East Hebei;East Hebei;East Hebei;;East Hebei;;;;;;;;;x
hebei_region;Hebei;Hebei;Hebei;;Hebei;;;;;;;;;x
shandong_region;Shandong;Shandong;Shandong;;Shandong;;;;;;;;;x
fujian_region;Fujian;Fujian;Fujian;;Fujian;;;;;;;;;x
hunan_region;Hunan;Hunan;Hunan;;Hunan;;;;;;;;;x
jiangsu_region;Jiangsu;Jiangsu;Jiangsu;;Jiangsu;;;;;;;;;x
jiangxi_region;Jiangxi;Jiangxi;Jiangxi;;Jiangxi;;;;;;;;;x
chekiang_region;Zhejiang;Zhejiang;Zhejiang;;Zhejiang;;;;;;;;;x
anhui_region;Anhui;Anhui;Anhui;;Anhui;;;;;;;;;x
henan_region;Henan;Henan;Henan;;Henan;;;;;;;;;x
hubei_region;Hubei;Hubei;Hubei;;Hubei;;;;;;;;;x
xinjiang_region;Xinjiang;Xinjiang;Xinjiang;;Xinjiang;;;;;;;;;x
kham_region;Kham;Kham;Kham;;Kham;;;;;;;;;x
utang_region;Ü-Tsang;Ü-Tsang;Ü-Tsang;;Ü-Tsang;;;;;;;;;x
rehe_region;Rehe;Rehe;Rehe;;Rehe;;;;;;;;;x
liaonning_region;Liaonning;Liaonning;Liaonning;;Liaonning;;;;;;;;;x
andong_region;Andong;Andong;Andong;;Andong;;;;;;;;;x
nenjiang_region;Nenjiang;Nenjiang;Nenjiang;;Nenjiang;;;;;;;;;x
xingan_region;Xing'an;Xing'an;Xing'an;;Xing'an;;;;;;;;;x
jilin_region;Jilin;Jilin;Jilin;;Jilin;;;;;;;;;x
heilongjiang_region;Heilongjiang;Heilongjiang;Heilongjiang;;Heilongjiang;;;;;;;;;x
jiandao_region;Jiandao;Jiandao;Jiandao;;Jiandao;;;;;;;;;x
heihe_region;Heihe;Heihe;Heihe;;Heihe;;;;;;;;;x
songjiang_region;Songjiang;Songjiang;Songjiang;;Songjiang;;;;;;;;;x
fengtian_region;Fengtian;Fengtian;Fengtian;;Fengtian;;;;;;;;;x
taiwan_region;Taiwan;Taiwan;Taiwan;;Taiwan;;;;;;;;;x
hokkaido_region;Hokkaido;Hokkaido;Hokkaido;;Hokkaido;;;;;;;;;x
tohoku_region;Tohoku;Tohoku;Tohoku;;Tohoku;;;;;;;;;x
kanto_region;Kanto;Kanto;Kanto;;Kanto;;;;;;;;;x
shikoku_region;Shikoku;Shikoku;Shikoku;;Shikoku;;;;;;;;;x
kyushu_region;Kyushu;Kyushu;Kyushu;;Kyushu;;;;;;;;;x
karafuto_region;Karafuto;Karafuto;Karafuto;;Karafuto;;;;;;;;;x
kansai_region;Kansai;Kansai;Kansai;;Kansai;;;;;;;;;x
chubu_region;Chubu;Chubu;Chubu;;Chubu;;;;;;;;;x
chugoku_region;Chugoku;Chugoku;Chugoku;;Chugoku;;;;;;;;;x
saipan_region;Saipan;Saipan;Saipan;;Saipan;;;;;;;;;x
palau_region;Palau;Palau;Palau;;Palau;;;;;;;;;x
yap_region;Yap;Yap;Yap;;Yap;;;;;;;;;x
truk_region;Truk;Truk;Truk;;Truk;;;;;;;;;x
ponape_region;Ponape;Ponape;Ponape;;Ponape;;;;;;;;;x
jaluit_region;Jaluit Atoll;Jaluit Atoll;Jaluit Atoll;;Jaluit Atoll;;;;;;;;;x
keikido_region;Keikido;Keikido;Keikido;;Keikido;;;;;;;;;x
kogendo_region;Kogendo;Kogendo;Kogendo;;Kogendo;;;;;;;;;x
chuseihokudo_region;Chusei-hokudo;Chusei-hokudo;Chusei-hokudo;;Chusei-hokudo;;;;;;;;;x
chuseinando_region;Chusei-nando;Chusei-nando;Chusei-nando;;Chusei-nando;;;;;;;;;x
zenrahokudo_region;Zenra-hokudo;Zenra-hokudo;Zenra-hokudo;;Zenra-hokudo;;;;;;;;;x
zenranando_region;Zenra-nando;Zenra-nando;Zenra-nando;;Zenra-nando;;;;;;;;;x
keishohokudo_region;Keisho-hokudo;Keisho-hokudo;Keisho-hokudo;;Keisho-hokudo;;;;;;;;;x
keishonando_region;Keisho-nando;Keisho-nando;Keisho-nando;;Keisho-nando;;;;;;;;;x
heiannando_region;Heian-nando;Heian-nando;Heian-nando;;Heian-nando;;;;;;;;;x
heianhokudo_region;Heian-hokudo;Heian-hokudo;Heian-hokudo;;Heian-hokudo;;;;;;;;;x
kokaido_region;Kokaido;Kokaido;Kokaido;;Kokaido;;;;;;;;;x
kankyonando_region;Kankyo-nando;Kankyo-nando;Kankyo-nando;;Kankyo-nando;;;;;;;;;x
kankyohokudo_region;Kankyo-hokudo;Kankyo-hokudo;Kankyo-hokudo;;Kankyo-hokudo;;;;;;;;;x
dornod_region;Dornod;Dornod;Dornod;;Dornod;;;;;;;;;x
khentii_region;Khentii;Khentii;Khentii;;Khentii;;;;;;;;;x
tariachin_region;Tariachin;Tariachin;Tariachin;;Tariachin;;;;;;;;;x
tov_region;Töv;Töv;Töv;;Töv;;;;;;;;;x
dornogovi_region;Dornogovi;Dornogovi;Dornogovi;;Dornogovi;;;;;;;;;x
omnogovi_region;Ömnögovi;Ömnögovi;Ömnögovi;;Ömnögovi;;;;;;;;;x
ovorkhangai_region;Övökhangai;Övökhangai;Övökhangai;;Övökhangai;;;;;;;;;x
khovsgol_region;Khövsgöl;Khövsgöl;Khövsgöl;;Khövsgöl;;;;;;;;;x
arkhangai_region;Arkhangai;Arkhangai;Arkhangai;;Arkhangai;;;;;;;;;x
zavkhan_region;Zavkhan;Zavkhan;Zavkhan;;Zavkhan;;;;;;;;;x
altai_region;Altai;Altai;Altai;;Altai;;;;;;;;;x
dorvod_region;Dörvöd;Dörvöd;Dörvöd;;Dörvöd;;;;;;;;;x
khovd_region;Khovd;Khovd;Khovd;;Khovd;;;;;;;;;x
tannuuriankhai_region;Tannu Uriankhai;Tannu Uriankhai;Tannu Uriankhai;;Tannu Uriankhai;;;;;;;;;x
kamchatka_region;Kamchatka;Kamchatka;Kamchatka;;Kamchatka;;;;;;;;;x
north_siam_region;North Siam;North Siam;North Siam;;North Siam;;;;;;;;;x
northeast_siam_region;Isan;Isan;Isan;;Isan;;;;;;;;;x
central_siam_region;Central Siam;Central Siam;Central Siam;;Central Siam;;;;;;;;;x
south_siam_region;South Siam;South Siam;South Siam;;South Siam;;;;;;;;;x
laos_region;Laos;Laos;Laos;;Laos;;;;;;;;;x
tonkin_region;Tonkin;Tonkin;Tonkin;;Tonkin;;;;;;;;;x
annam_region;Annam;Annam;Annam;;Annam;;;;;;;;;x
cochinchina_region;Cochinchina;Cochinchina;Cochinchina;;Cochinchina;;;;;;;;;x
cambodia_region;Cambodia;Cambodia;Cambodia;;Cambodia;;;;;;;;;x
straight_settlements_region;Straights Settlements;Straights Settlements;Straights Settlements;;Straights Settlements;;;;;;;;;x
unfederated_malay_region;Unfederated Malaya;Unfederated Malaya;Unfederated Malaya;;Unfederated Malaya;;;;;;;;;x
federated_malay_region;Federated Malaya;Federated Malaya;Federated Malaya;;Federated Malaya;;;;;;;;;x
sabah_region;Sabah;Sabah;Sabah;;Sabah;;;;;;;;;x
sarawak_region;Sarawak;Sarawak;Sarawak;;Sarawak;;;;;;;;;x
western_australia_region;Western Australia;Western Australia;Western Australia;;Western Australia;;;;;;;;;x
northern_australia_region;Northern Australia;Northern Australia;Northern Australia;;Northern Australia;;;;;;;;;x
south_australia_region;South Australia;South Australia;South Australia;;South Australia;;;;;;;;;x
queensland_region;Queensland;Queensland;Queensland;;Queensland;;;;;;;;;x
new_south_wales_region;New South Wales;New South Wales;New South Wales;;New South Wales;;;;;;;;;x
victoria_region;Victoria;Victoria;Victoria;;Victoria;;;;;;;;;x
tasmania_region;Tasmania;Tasmania;Tasmania;;Tasmania;;;;;;;;;x
papua_region;Papua;Papua;Papua;;Papua;;;;;;;;;x
newguinea_region;New Guinea;New Guinea;New Guinea;;New Guinea;;;;;;;;;x
northland_region;Northland;Northland;Northland;;Northland;;;;;;;;;x
auckland_region;Auckland;Auckland;Auckland;;Auckland;;;;;;;;;x
waikato_region;Waikato;Waikato;Waikato;;Waikato;;;;;;;;;x
bay_of_plenty_region;Bay of Plenty;Bay of Plenty;Bay of Plenty;;Bay of Plenty;;;;;;;;;x
gisborn_region;Gisborn;Gisborn;Gisborn;;Gisborn;;;;;;;;;x
hawkes_bay_region;Hawke's Bay;Hawke's Bay;Hawke's Bay;;Hawke's Bay;;;;;;;;;x
taranaki_region;Taranaki;Taranaki;Taranaki;;Taranaki;;;;;;;;;x
manawatuwanganui_region;Manawatu-Wanganui;Manawatu-Wanganui;Manawatu-Wanganui;;Manawatu-Wanganui;;;;;;;;;x
wellington_region;Wellington;Wellington;Wellington;;Wellington;;;;;;;;;x
tasman_region;Tasman;Tasman;Tasman;;Tasman;;;;;;;;;x
mariborough_region;Mariborough;Mariborough;Mariborough;;Mariborough;;;;;;;;;x
west_coast_region;West Coast;West Coast;West Coast;;West Coast;;;;;;;;;x
canterbury_region;Canterbury;Canterbury;Canterbury;;Canterbury;;;;;;;;;x
otago_region;Otago;Otago;Otago;;Otago;;;;;;;;;x
southland_region;Southland;Southland;Southland;;Southland;;;;;;;;;x
south_tyrol_region;South Tyrol;South Tyrol;South Tyrol;;South Tyrol;;;;;;;;;x
japanese_pacific_bases_region;Japanese Pacific Bases;Japanese Pacific Bases;Japanese Pacific Bases;;Japanese Pacific Bases;;;;;;;;;x
french_pacific_bases_region;French Pacific Bases;French Pacific Bases;French Pacific Bases;;French Pacific Bases;;;;;;;;;x
british_pacific_bases_region;British Pacific Bases;British Pacific Bases;British Pacific Bases;;British Pacific Bases;;;;;;;;;x
sudan_region;Sudan;Sudan;Sudan;;Sudan;;;;;;;;;x
tunisia_region;Tunisia;Tunisia;Tunisia;;Tunisia;;;;;;;;;x
morocco_region;Morocco;Morocco;Morocco;;Morocco;;;;;;;;;x
algeria_region;Algeria;Algeria;Algeria;;Algeria;;;;;;;;;x
british_somaliland_region;British Somoliland;British Somoliland;British Somoliland;;British Somoliland;;;;;;;;;x
sakhalin_region;Sakhalin;Sakhalin;Sakhalin;;Sakhalin;;;;;;;;;x
west_turkistan_region;West Turkistan;West Turkistan;West Turkistan;;West Turkistan;;;;;;;;;x
east_siberia_region;East Siberia;East Siberia;East Siberia;;East Siberia;;;;;;;;;x
west_siberia_region;West Siberia;West Siberia;West Siberia;;West Siberia;;;;;;;;;x
central_asia_region;Central Asia;Central Asia;Central Asia;;Central Asia;;;;;;;;;x
urals_region;Urals;Urals;Urals;;Urals;;;;;;;;;x
bohemia_and_moravia;Bohemia-Moravia;Bohemia-Moravia;Bohemia-Moravia;;Bohemia-Moravia;;;;;;;;;x
southern_slovakia;Southern Slovakia;Southern Slovakia;Southern Slovakia;;Southern Slovakia;;;;;;;;;x
bohemia;Bohemia;Bohemia;Bohemia;;Bohemia;;;;;;;;;x
moravia;Moravia;Moravia;Moravia;;Moravia;;;;;;;;;x
silesia;Czech Silesia;Czech Silesia;Czech Silesia;;Czech Silesia;;;;;;;;;x
slovakia;Slovakia;Slovakia;Slovakia;;Slovakia;;;;;;;;;x
subcarpathian_ruthenia;Subcarpathian Ruthenia;Subcarpathian Ruthenia;Subcarpathian Ruthenia;;Subcarpathian Ruthenia;;;;;;;;;x
finland_ahvenanmaa;Åland Islands;Åland Islands;Åland Islands;;Åland Islands;;;;;;;;;x
finland_etela_kannas;Etelä-Kannas;Etelä-Kannas;Etelä-Kannas;;Etelä-Kannas;;;;;;;;;x
finland_keski_kannas;Keski-Kannas;Keski-Kannas;Keski-Kannas;;Keski-Kannas;;;;;;;;;x
finland_kymenlaakso;Kymenlaakso;Kymenlaakso;Kymenlaakso;;Kymenlaakso;;;;;;;;;x
finland_uusimaa;Uusimaa;Uusimaa;Uusimaa;;Uusimaa;;;;;;;;;x
finland_ita_uusimaa;Itä-Uusimaa;Itä-Uusimaa;Itä-Uusimaa;;Itä-Uusimaa;;;;;;;;;x
finland_varsinais_suomi;Varsinais-Suomi;Varsinais-Suomi;Varsinais-Suomi;;Varsinais-Suomi;;;;;;;;;x
finland_satakunta;Satakunta;Satakunta;Satakunta;;Satakunta;;;;;;;;;x
finland_kanta_hame;Kanta-Häme;Kanta-Häme;Kanta-Häme;;Kanta-Häme;;;;;;;;;x
finland_pirkanmaa;Pirkanmaa;Pirkanmaa;Pirkanmaa;;Pirkanmaa;;;;;;;;;x
finland_lansi_savo;Länsi-Savo;Länsi-Savo;Länsi-Savo;;Länsi-Savo;;;;;;;;;x
finland_laatokan_karjala;Laatokan Karjala;Laatokan Karjala;Laatokan Karjala;;Laatokan Karjala;;;;;;;;;x
finland_raja_karjala;Raja-Karjala;Raja-Karjala;Raja-Karjala;;Raja-Karjala;;;;;;;;;x
finland_keski_karjala;Keski-Karjala;Keski-Karjala;Keski-Karjala;;Keski-Karjala;;;;;;;;;x
finland_pohjois_karjala;Pohjois-Karjala;Pohjois-Karjala;Pohjois-Karjala;;Pohjois-Karjala;;;;;;;;;x
finland_ita_savo;Itä-Savo;Itä-Savo;Itä-Savo;;Itä-Savo;;;;;;;;;x
finland_keski_savo;Keski-Savo;Keski-Savo;Keski-Savo;;Keski-Savo;;;;;;;;;x
finland_keski_suomi;Keski-Suomi;Keski-Suomi;Keski-Suomi;;Keski-Suomi;;;;;;;;;x
finland_pohjanmaa;Pohjanmaa;Pohjanmaa;Pohjanmaa;;Pohjanmaa;;;;;;;;;x
finland_etela_pohjanmaa;Etelä-Pohjanmaa;Etelä-Pohjanmaa;Etelä-Pohjanmaa;;Etelä-Pohjanmaa;;;;;;;;;x
finland_keski_pohjanmaa;Keski-Pohjanmaa;Keski-Pohjanmaa;Keski-Pohjanmaa;;Keski-Pohjanmaa;;;;;;;;;x
finland_pohjois_pohjanmaa;Pohjois-Pohjanmaa;Pohjois-Pohjanmaa;Pohjois-Pohjanmaa;;Pohjois-Pohjanmaa;;;;;;;;;x
finland_sisa_pohjanmaa;Sisä-Pohjanmaa;Sisä-Pohjanmaa;Sisä-Pohjanmaa;;Sisä-Pohjanmaa;;;;;;;;;x
finland_pohjois_savo;Pohjois-Savo;Pohjois-Savo;Pohjois-Savo;;Pohjois-Savo;;;;;;;;;x
finland_pielisen_karjala;Pielisen Karjala;Pielisen Karjala;Pielisen Karjala;;Pielisen Karjala;;;;;;;;;x
finland_etela_kainuu;Etelä-Kainuu;Etelä-Kainuu;Etelä-Kainuu;;Etelä-Kainuu;;;;;;;;;x
finland_lansi_kainuu;Länsi-Kainuu;Länsi-Kainuu;Länsi-Kainuu;;Länsi-Kainuu;;;;;;;;;x
finland_ita_kainuu;Itä-Kainuu;Itä-Kainuu;Itä-Kainuu;;Itä-Kainuu;;;;;;;;;x
finland_meri_lappi;Meri-Lappi;Meri-Lappi;Meri-Lappi;;Meri-Lappi;;;;;;;;;x
finland_keski_lappi;Keski-Lappi;Keski-Lappi;Keski-Lappi;;Keski-Lappi;;;;;;;;;x
finland_kasivarsi;Käsivarsi;Käsivarsi;Käsivarsi;;Käsivarsi;;;;;;;;;x
finland_koillismaa;Koillismaa;Koillismaa;Koillismaa;;Koillismaa;;;;;;;;;x
finland_salla;Salla;Salla;Salla;;Salla;;;;;;;;;x
finland_ita_lappi;Itä-Lappi;Itä-Lappi;Itä-Lappi;;Itä-Lappi;;;;;;;;;x
